atomCode_fluorinated_compoundsCode,actual,prediction,diff
6_From_Review_425,-119.0,-125.933304,6.9333038330078125
4_From_Review_185,-208.0,-210.82928,2.82928466796875
4_From_Review_189,-170.0,-171.36702,1.3670196533203125
7_SO3H_25,-115.13,-115.04845,0.08155334472655795
8_SO3H_25,-115.13,-116.07659,0.9465914916992233
10_SO3H_25,-122.92,-122.08086,0.8391436767578142
11_SO3H_25,-122.92,-122.48609,0.43390838623047046
13_SO3H_25,-123.9,-122.08086,1.8191436767578182
14_SO3H_25,-123.9,-120.933,2.967001342773443
16_SO3H_25,-124.56,-122.56397,1.996027526855471
17_SO3H_25,-124.56,-122.34502,2.2149835205078148
19_SO3H_25,-127.34,-125.47342,1.8665808105468784
20_SO3H_25,-127.34,-126.25625,1.0837515258789097
22_SO3H_25,-82.43,-81.24097,1.1890332031250068
23_SO3H_25,-82.43,-81.24097,1.1890332031250068
24_SO3H_25,-82.43,-80.452354,1.977645568847663
0_From_Review_482,-165.0,-156.72165,8.278350830078125
4_From_Review_482,-165.0,-157.312,7.6880035400390625
6_From_Review_482,-156.0,-159.1935,3.1934967041015625
8_From_Review_482,-156.0,-158.60315,2.6031494140625
6_From_Review_94,-170.0,-169.2543,0.745697021484375
0_From_Review_153,-180.0,-181.42584,1.42584228515625
3_From_Review_153,-105.0,-112.51701,7.5170135498046875
6_From_Review_153,-63.0,-61.195423,1.8045768737792969
7_From_Review_153,-63.0,-62.031834,0.9681663513183594
8_From_Review_153,-63.0,-61.195423,1.8045768737792969
3_From_Review_364,-52.0,-54.998734,2.9987335205078125
4_From_Review_364,-52.0,-54.998734,2.9987335205078125
5_From_Review_364,-52.0,-54.998734,2.9987335205078125
3_From_Review_167,-152.0,-156.26627,4.266265869140625
5_From_Review_167,-122.0,-107.81618,14.183822631835938
5_From_Review_419,-111.5,-115.920135,4.420135498046875
6_From_Review_419,-111.5,-115.920135,4.420135498046875
8_From_Review_419,-121.4,-121.62799,0.22799072265624432
9_From_Review_419,-121.4,-122.48609,1.0860916137695256
11_From_Review_419,-122.5,-122.15874,0.3412628173828125
12_From_Review_419,-122.5,-122.15874,0.3412628173828125
14_From_Review_419,-122.4,-123.33404,0.9340377807617131
15_From_Review_419,-122.4,-123.33404,0.9340377807617131
17_From_Review_419,-125.8,-125.32814,0.47185974121093466
18_From_Review_419,-125.8,-126.667625,0.8676254272460966
20_From_Review_419,-80.8,-81.24097,0.44096679687500284
21_From_Review_419,-80.8,-81.24097,0.44096679687500284
22_From_Review_419,-80.8,-81.24097,0.44096679687500284
0_From_Review_408,-77.0,-77.312935,0.31293487548828125
2_From_Review_408,-77.0,-77.532104,0.5321044921875
3_From_Review_408,-77.0,-77.312935,0.31293487548828125
5_From_Review_408,-147.0,-156.78516,9.78515625
8_From_Review_408,-77.0,-77.312935,0.31293487548828125
9_From_Review_408,-77.0,-77.532104,0.5321044921875
10_From_Review_408,-77.0,-77.312935,0.31293487548828125
9_From_Review_344,-65.0,-62.63746,2.3625411987304688
10_From_Review_344,-65.0,-62.63746,2.3625411987304688
11_From_Review_344,-65.0,-62.63746,2.3625411987304688
7_From_Review_57,-112.0,-129.56369,17.563690185546875
9_From_Review_182,-121.3,-121.87775,0.5777465820312528
4_COOH_3,-119.41,-120.48133,1.0713308715820347
5_COOH_3,-119.41,-120.48133,1.0713308715820347
7_COOH_3,-123.99,-124.02719,0.037191162109380116
8_COOH_3,-123.99,-124.02719,0.037191162109380116
10_COOH_3,-126.26,-127.3521,1.0920965576171824
11_COOH_3,-126.26,-126.12646,0.13354278564453637
13_COOH_3,-81.19,-81.281136,0.09113555908203352
14_COOH_3,-81.19,-81.281136,0.09113555908203352
15_COOH_3,-81.19,-81.281136,0.09113555908203352
0_From_Review_459,-138.7,-136.93028,1.7697174072265511
4_From_Review_459,-138.7,-136.64453,2.0554687499999886
6_From_Review_459,-162.6,-163.37589,0.7758850097656307
8_From_Review_459,-154.3,-157.66713,3.367129516601551
10_From_Review_459,-162.6,-161.62137,0.9786315917968693
4_COOH_29,-120.1,-119.87424,0.22576293945311932
5_COOH_29,-120.1,-119.87424,0.22576293945311932
7_COOH_29,-122.8,-122.53253,0.26746826171874716
8_COOH_29,-122.8,-122.75126,0.04874114990234091
10_COOH_29,-122.8,-123.217,0.4170028686523466
11_COOH_29,-122.8,-122.21861,0.5813873291015597
13_COOH_29,-122.8,-122.45465,0.34534912109374716
14_COOH_29,-122.8,-122.45465,0.34534912109374716
16_COOH_29,-122.8,-122.16229,0.6377075195312472
17_COOH_29,-122.8,-122.257256,0.5427444458007784
19_COOH_29,-123.73,-122.21861,1.5113873291015665
20_COOH_29,-123.73,-122.53253,1.197468261718754
22_COOH_29,-124.01,-123.3026,0.7074029541015676
23_COOH_29,-124.01,-123.3026,0.7074029541015676
25_COOH_29,-127.27,-125.456825,1.8131747436523398
26_COOH_29,-127.27,-126.667625,0.6023745727539023
28_COOH_29,-82.36,-81.24097,1.1190332031249994
29_COOH_29,-82.36,-81.24097,1.1190332031249994
30_COOH_29,-82.36,-81.24097,1.1190332031249994
7_aromatics_9,-63.84,-62.603832,1.2361677551269565
8_aromatics_9,-63.84,-62.603832,1.2361677551269565
9_aromatics_9,-63.84,-62.603832,1.2361677551269565
2_From_Review_9,-65.0,-64.10777,0.8922271728515625
3_From_Review_9,-65.0,-64.10777,0.8922271728515625
4_From_Review_9,-65.0,-63.635056,1.3649444580078125
9_From_Review_235,-120.0,-117.510284,2.489715576171875
10_From_Review_235,-120.0,-114.32547,5.674530029296875
9_From_Review_309,-75.0,-75.83618,0.836181640625
10_From_Review_309,-75.0,-75.83618,0.836181640625
11_From_Review_309,-75.0,-77.181,2.180999755859375
5_From_Review_434,-121.0,-123.80004,2.8000411987304688
6_From_Review_434,-121.0,-118.14592,2.8540802001953125
8_From_Review_434,-93.0,-87.5209,5.479103088378906
9_From_Review_434,-93.0,-87.42133,5.578666687011719
12_From_Review_434,-93.0,-93.67227,0.672271728515625
13_From_Review_434,-93.0,-85.83925,7.1607513427734375
15_From_Review_434,-88.0,-88.520615,0.5206146240234375
16_From_Review_434,-88.0,-88.408455,0.40845489501953125
19_From_Review_434,-88.0,-88.520615,0.5206146240234375
20_From_Review_434,-88.0,-86.4707,1.529296875
22_From_Review_434,-93.0,-93.67227,0.672271728515625
23_From_Review_434,-93.0,-93.67227,0.672271728515625
0_From_Review_285,-88.2,-88.21787,0.017872619628903408
2_From_Review_285,-88.2,-88.4241,0.22410278320312216
3_From_Review_285,-88.2,-87.685745,0.5142547607421903
5_From_Review_285,-88.2,-88.38873,0.18873291015624716
6_From_Review_285,-88.2,-88.38873,0.18873291015624716
7_From_Review_285,-88.2,-88.38873,0.18873291015624716
3_Short_1,-83.11,-80.11024,2.999762878417968
4_Short_1,-83.11,-80.54148,2.568518981933593
5_Short_1,-83.11,-80.7274,2.382598266601562
7_Short_1,-83.11,-80.54148,2.568518981933593
8_Short_1,-83.11,-80.11024,2.999762878417968
9_Short_1,-83.11,-80.7274,2.382598266601562
0_From_Review_283,-78.5,-78.55355,0.05355072021484375
2_From_Review_283,-78.5,-78.55355,0.05355072021484375
3_From_Review_283,-78.5,-77.15424,1.3457565307617188
13_From_Review_169,-112.0,-113.58146,1.5814590454101562
11_acrylates_8,-113.22,-116.653694,3.4336941528320324
12_acrylates_8,-113.22,-115.15792,1.9379208374023449
14_acrylates_8,-115.19,-119.162544,3.9725442504882835
15_acrylates_8,-115.19,-118.90168,3.7116799926757835
17_acrylates_8,-120.73,-121.9687,1.2386965942382773
18_acrylates_8,-120.73,-122.08086,1.3508563232421835
20_acrylates_8,-123.27,-120.08491,3.1850924682617148
21_acrylates_8,-123.27,-119.48657,3.783427734374996
23_acrylates_8,-186.19,-185.19708,0.9929174804687477
25_acrylates_8,-72.02,-74.847435,2.8274349975585977
26_acrylates_8,-72.02,-73.81706,1.7970623779296915
27_acrylates_8,-72.02,-73.7049,1.6849026489257852
29_acrylates_8,-72.02,-71.211525,0.8084750366210898
30_acrylates_8,-72.02,-73.81706,1.7970623779296915
31_acrylates_8,-72.02,-74.40215,2.3821530151367227
4_alcohols_11,-114.96,-117.47557,2.5155706787109438
5_alcohols_11,-114.96,-114.16935,0.7906503295898375
7_alcohols_11,-125.81,-123.45154,2.3584619140625023
8_alcohols_11,-125.81,-123.45154,2.3584619140625023
10_alcohols_11,-127.28,-126.12646,1.1535427856445324
11_alcohols_11,-127.28,-126.12646,1.1535427856445324
13_alcohols_11,-82.73,-81.281136,1.4488644409179727
14_alcohols_11,-82.73,-81.281136,1.4488644409179727
15_alcohols_11,-82.73,-81.281136,1.4488644409179727
3_From_Review_116,-131.0,-129.53131,1.46868896484375
9_From_Review_48,-129.0,-117.195,11.805000305175781
0_From_Review_464,-70.0,-64.892586,5.107414245605469
6_From_Review_464,-70.0,-65.37406,4.625938415527344
4_From_Review_126,-126.0,-127.14817,1.1481704711914062
0_From_Review_199,-101.0,-104.44917,3.4491729736328125
4_From_Review_199,-101.0,-104.17739,3.1773910522460938
7_From_Review_199,-101.0,-105.53914,4.5391387939453125
9_From_Review_68,-228.0,-218.67165,9.328353881835938
4_ether_20,-120.77,-120.70498,0.06502105712890227
5_ether_20,-120.77,-121.0054,0.23540161132812898
7_ether_20,-128.46,-125.60292,2.8570794677734455
8_ether_20,-128.46,-125.60292,2.8570794677734455
10_ether_20,-86.9,-88.99698,2.0969787597656193
11_ether_20,-86.9,-88.99698,2.0969787597656193
14_ether_20,-56.75,-56.843384,0.0933837890625
15_ether_20,-56.75,-63.41479,6.664791107177734
16_ether_20,-56.75,-56.843384,0.0933837890625
0_From_Review_157,-156.0,-155.28687,0.713134765625
3_From_Review_157,-105.0,-102.91877,2.0812301635742188
4_COOH_2,-119.78,-120.59883,0.8188311767578114
5_COOH_2,-119.78,-121.03748,1.2574832153320301
7_COOH_2,-127.39,-126.62344,0.7665563964843756
8_COOH_2,-127.39,-127.16461,0.22538818359375057
10_COOH_2,-81.14,-81.398636,0.25863586425781193
11_COOH_2,-81.14,-81.398636,0.25863586425781193
12_COOH_2,-81.14,-81.94601,0.8060067749023432
3_From_Review_279,-77.6,-76.57259,1.0274063110351506
4_From_Review_279,-77.6,-76.57259,1.0274063110351506
5_From_Review_279,-77.6,-76.57259,1.0274063110351506
6_From_Review_176,-97.0,-105.911736,8.911735534667969
2_From_Review_32,-135.0,-142.5945,7.5944976806640625
0_From_Review_164,-101.0,-108.17403,7.1740264892578125
4_From_Review_164,-109.0,-122.64841,13.648406982421875
0_From_Review_396,-159.0,-152.87988,6.1201171875
2_From_Review_396,-159.0,-152.87988,6.1201171875
4_From_Review_396,-159.0,-152.87988,6.1201171875
5_From_Review_396,-159.0,-152.87988,6.1201171875
7_From_Review_396,-159.0,-152.87988,6.1201171875
8_From_Review_396,-159.0,-152.87988,6.1201171875
6_From_Review_180,-118.0,-119.257,1.2570037841796875
8_From_Review_345,-64.0,-62.603832,1.3961677551269531
9_From_Review_345,-64.0,-62.603832,1.3961677551269531
10_From_Review_345,-64.0,-62.603832,1.3961677551269531
4_From_Review_59,-212.0,-207.56873,4.4312744140625
4_From_Review_247,-127.0,-126.06077,0.9392318725585938
5_From_Review_247,-127.0,-125.42623,1.5737686157226562
6_From_Review_272,-68.0,-68.33113,0.3311309814453125
7_From_Review_272,-68.0,-68.71858,0.7185821533203125
8_From_Review_272,-68.0,-68.33113,0.3311309814453125
8_From_Review_129,-105.5,-110.92404,5.424041748046875
2_From_Review_210,-46.0,-49.39806,3.398059844970703
3_From_Review_210,-46.0,-49.39806,3.398059844970703
4_Short_4,-75.0,-77.26838,2.2683792114257812
5_Short_4,-75.0,-77.26838,2.2683792114257812
6_Short_4,-75.0,-78.39793,3.3979263305664062
0_From_Review_124,-85.0,-97.30566,12.305656433105469
5_From_Review_323,-63.0,-67.24401,4.244010925292969
6_From_Review_323,-63.0,-67.08451,4.084510803222656
7_From_Review_323,-63.0,-66.1536,3.1536026000976562
8_From_Review_191,-224.0,-215.69386,8.306137084960938
8_From_Review_95,-148.0,-151.38152,3.3815155029296875
4_COOH_8,-119.17,-119.87424,0.7042370605468733
5_COOH_8,-119.17,-119.87424,0.7042370605468733
7_COOH_8,-121.89,-122.53253,0.6425317382812494
8_COOH_8,-121.89,-122.53253,0.6425317382812494
10_COOH_8,-121.89,-122.45465,0.5646508789062494
11_COOH_8,-121.89,-122.21861,0.32861267089843693
13_COOH_8,-121.89,-122.45465,0.5646508789062494
14_COOH_8,-121.89,-122.45465,0.5646508789062494
16_COOH_8,-121.89,-122.25005,0.3600534057617182
17_COOH_8,-121.89,-122.48609,0.5960916137695307
19_COOH_8,-121.89,-122.25005,0.3600534057617182
20_COOH_8,-121.89,-122.19373,0.3037332153320307
22_COOH_8,-122.83,-122.45465,0.3753491210937483
23_COOH_8,-122.83,-122.45465,0.3753491210937483
25_COOH_8,-122.83,-122.53253,0.2974682617187483
26_COOH_8,-122.83,-122.21861,0.6113873291015608
28_COOH_8,-122.99,-123.502304,0.5123040771484426
29_COOH_8,-122.99,-123.09062,0.10062194824219262
31_COOH_8,-126.26,-125.884796,0.3752038574218801
32_COOH_8,-126.26,-126.667625,0.40762542724608863
34_COOH_8,-80.97,-81.24097,0.27096679687500114
35_COOH_8,-80.97,-81.24097,0.27096679687500114
36_COOH_8,-80.97,-81.24097,0.27096679687500114
6_From_Review_100,-159.0,-155.03064,3.9693603515625
0_From_Review_21,-127.9,-130.01637,2.116372680664057
0_From_Review_46,-149.0,-145.63637,3.3636322021484375
6_From_Review_115,-130.0,-127.791756,2.2082443237304688
5_From_Review_417,-69.0,-67.63931,1.360687255859375
6_From_Review_417,-69.0,-67.63931,1.360687255859375
7_From_Review_417,-69.0,-67.63931,1.360687255859375
9_From_Review_417,-69.0,-67.63931,1.360687255859375
10_From_Review_417,-69.0,-67.63931,1.360687255859375
11_From_Review_417,-69.0,-67.63931,1.360687255859375
13_From_Review_417,-69.0,-67.63931,1.360687255859375
14_From_Review_417,-69.0,-67.63931,1.360687255859375
15_From_Review_417,-69.0,-67.63931,1.360687255859375
2_From_Review_16,-110.0,-113.15406,3.1540603637695312
3_From_Review_16,-110.0,-113.15406,3.1540603637695312
5_SO3H_20,-115.71,-111.37411,4.33589263916015
6_SO3H_20,-115.71,-113.62675,2.0832528686523375
8_SO3H_20,-121.74,-122.45465,0.7146508789062551
9_SO3H_20,-121.74,-122.45465,0.7146508789062551
11_SO3H_20,-122.88,-122.45465,0.42534912109374545
12_SO3H_20,-122.88,-122.45465,0.42534912109374545
14_SO3H_20,-123.83,-122.53253,1.2974682617187483
15_SO3H_20,-123.83,-122.53253,1.2974682617187483
17_SO3H_20,-127.33,-124.86044,2.4695568847656233
18_SO3H_20,-127.33,-126.25625,1.0737515258789045
20_SO3H_20,-82.44,-81.24097,1.1990332031249977
21_SO3H_20,-82.44,-81.24097,1.1990332031249977
22_SO3H_20,-82.44,-81.24097,1.1990332031249977
0_From_Review_41,-208.0,-206.94357,1.056427001953125
7_From_Review_240,-93.0,-99.00286,6.002861022949219
8_From_Review_240,-93.0,-100.87115,7.871147155761719
8_From_Review_70,-69.0,-95.67558,26.675582885742188
0_From_Review_398,-65.0,-67.425644,2.4256439208984375
2_From_Review_398,-65.0,-67.425644,2.4256439208984375
3_From_Review_398,-65.0,-66.53111,1.5311126708984375
12_From_Review_398,-65.0,-66.53111,1.5311126708984375
13_From_Review_398,-65.0,-67.425644,2.4256439208984375
14_From_Review_398,-65.0,-67.425644,2.4256439208984375
5_SO3H_11,-113.95,-113.37935,0.5706512451171903
6_SO3H_11,-113.95,-113.37935,0.5706512451171903
8_SO3H_11,-121.5,-121.389015,0.11098480224609375
9_SO3H_11,-121.5,-121.389015,0.11098480224609375
11_SO3H_11,-126.19,-125.10799,1.0820135498046852
12_SO3H_11,-126.19,-125.10799,1.0820135498046852
14_SO3H_11,-80.98,-81.24097,0.260966796874996
15_SO3H_11,-80.98,-81.24097,0.260966796874996
16_SO3H_11,-80.98,-81.24097,0.260966796874996
6_From_Review_63,-191.0,-185.22177,5.778228759765625
0_From_Review_347,-58.0,-62.603832,4.603832244873047
2_From_Review_347,-58.0,-61.581684,3.581684112548828
3_From_Review_347,-58.0,-62.603832,4.603832244873047
0_From_Review_375,-61.2,-60.286312,0.9136878967285185
2_From_Review_375,-61.2,-60.43835,0.7616493225097685
3_From_Review_375,-61.2,-60.286312,0.9136878967285185
9_From_Review_375,-61.2,-60.43835,0.7616493225097685
10_From_Review_375,-61.2,-60.286312,0.9136878967285185
11_From_Review_375,-61.2,-60.286312,0.9136878967285185
14_From_Review_375,-61.2,-57.876797,3.3232032775878935
15_From_Review_375,-61.2,-56.680134,4.519866180419925
16_From_Review_375,-61.2,-57.876797,3.3232032775878935
19_From_Review_375,-61.2,-57.876797,3.3232032775878935
20_From_Review_375,-61.2,-57.876797,3.3232032775878935
21_From_Review_375,-61.2,-56.680134,4.519866180419925
9_From_Review_47,-121.0,-117.37451,3.62548828125
0_From_Review_50,-182.0,-182.67015,0.6701507568359375
6_From_Review_78,-193.0,-184.623,8.376998901367188
3_From_Review_390,-85.0,-82.51667,2.4833297729492188
4_From_Review_390,-85.0,-82.51667,2.4833297729492188
6_From_Review_390,-212.0,-206.9383,5.06170654296875
8_From_Review_390,-76.0,-74.9917,1.00830078125
9_From_Review_390,-76.0,-76.12888,0.12888336181640625
10_From_Review_390,-76.0,-74.9917,1.00830078125
0_From_Review_149,-128.0,-130.01637,2.0163726806640625
0_I_9,-80.99,-81.24097,0.2509667968750051
2_I_9,-80.99,-81.24097,0.2509667968750051
3_I_9,-80.99,-80.26116,0.7288381958007761
5_I_9,-126.27,-125.71508,0.5549197387695273
6_I_9,-126.27,-126.25625,0.013751525878902271
8_I_9,-123.53,-122.5586,0.9713986206054699
9_I_9,-123.53,-121.616325,1.9136746215820324
11_I_9,-122.96,-120.933,2.0270013427734312
12_I_9,-122.96,-122.08086,0.8791436767578062
14_I_9,-122.0,-121.724724,0.27527618408203125
15_I_9,-122.0,-121.31949,0.680511474609375
17_I_9,-115.04,-113.89473,1.1452703857421938
18_I_9,-115.04,-113.98595,1.0540533447265688
4_From_Review_60,-211.0,-208.00838,2.9916229248046875
8_From_Review_201,-116.0,-112.54622,3.4537811279296875
9_From_Review_201,-116.0,-112.26081,3.7391891479492188
4_COOH_32,-120.11,-119.87424,0.23576293945312443
5_COOH_32,-120.11,-117.160576,2.9494241333007807
7_COOH_32,-122.64,-122.53253,0.10746826171875057
8_COOH_32,-122.64,-122.53253,0.10746826171875057
10_COOH_32,-122.64,-122.45465,0.18534912109375057
11_COOH_32,-122.64,-122.45465,0.18534912109375057
13_COOH_32,-122.64,-122.16229,0.47770751953125057
14_COOH_32,-122.64,-122.21861,0.42138732910156307
16_COOH_32,-122.64,-122.25005,0.3899465942382818
17_COOH_32,-122.64,-122.48609,0.15390838623046932
19_COOH_32,-122.64,-122.48609,0.15390838623046932
20_COOH_32,-122.64,-123.779396,1.1393960571289057
22_COOH_32,-122.64,-122.25005,0.3899465942382818
23_COOH_32,-122.64,-122.48609,0.15390838623046932
25_COOH_32,-122.64,-123.779396,1.1393960571289057
26_COOH_32,-122.64,-122.48609,0.15390838623046932
28_COOH_32,-121.72,-122.97042,1.2504208374023449
29_COOH_32,-121.72,-122.45465,0.7346508789062511
31_COOH_32,-122.58,-122.53253,0.047468261718748295
32_COOH_32,-122.58,-122.53253,0.047468261718748295
34_COOH_32,-122.93,-122.753,0.17700164794922557
35_COOH_32,-122.93,-122.72693,0.20307128906250682
37_COOH_32,-126.15,-126.667625,0.5176254272460881
38_COOH_32,-126.15,-125.14802,1.0019821166992244
40_COOH_32,-81.25,-81.24097,0.009033203125
41_COOH_32,-81.25,-81.24097,0.009033203125
42_COOH_32,-81.25,-81.24097,0.009033203125
9_From_Review_244,-93.0,-79.13196,13.8680419921875
10_From_Review_244,-93.0,-80.8242,12.175796508789062
0_From_Review_34,-226.0,-226.29733,0.297332763671875
3_From_Review_34,-226.0,-226.12184,0.1218414306640625
4_From_Review_437,-120.0,-119.87424,0.125762939453125
5_From_Review_437,-120.0,-117.160576,2.8394241333007812
7_From_Review_437,-123.4,-122.53253,0.8674682617187557
8_From_Review_437,-123.4,-122.53253,0.8674682617187557
10_From_Review_437,-121.9,-122.53253,0.6325317382812443
11_From_Review_437,-121.9,-122.53253,0.6325317382812443
13_From_Review_437,-122.2,-121.56226,0.6377365112304716
14_From_Review_437,-122.2,-122.257256,0.05725555419921591
16_From_Review_437,-122.9,-123.27653,0.37652740478515057
17_From_Review_437,-122.9,-123.27653,0.37652740478515057
19_From_Review_437,-126.2,-125.884796,0.31520385742187784
20_From_Review_437,-126.2,-126.667625,0.4676254272460909
22_From_Review_437,-80.9,-81.24097,0.3409667968749943
23_From_Review_437,-80.9,-81.24097,0.3409667968749943
24_From_Review_437,-80.9,-80.26116,0.6388381958007869
0_From_Review_475,-88.0,-87.91591,0.0840911865234375
4_From_Review_475,-88.0,-87.91591,0.0840911865234375
6_From_Review_475,-141.0,-146.56554,5.5655364990234375
10_From_Review_475,-141.0,-144.37262,3.37261962890625
0_From_Review_159,-106.0,-106.45763,0.4576263427734375
4_From_Review_159,-106.0,-104.72483,1.2751693725585938
10_From_Review_37,-182.0,-180.63133,1.3686676025390625
4_From_Review_460,-132.0,-142.11285,10.11285400390625
6_From_Review_460,-158.9,-160.59134,1.6913391113281193
8_From_Review_460,-143.2,-156.40573,13.205731201171886
10_From_Review_460,-158.9,-159.75374,0.8537384033203068
12_From_Review_460,-132.0,-140.68054,8.6805419921875
0_From_Review_481,-137.0,-136.82162,0.178375244140625
4_From_Review_481,-137.0,-136.35004,0.64996337890625
6_From_Review_481,-196.0,-192.27689,3.723114013671875
8_From_Review_481,-196.0,-191.74475,4.2552490234375
0_From_Review_151,-80.0,-92.56422,12.564216613769531
2_From_Review_132,-120.0,-112.08313,7.9168701171875
4_ethers_7,-91.59,-92.727104,1.1371041870117153
5_ethers_7,-91.59,-92.18743,0.5974313354492153
7_ethers_7,-136.88,-137.06519,0.18518554687500455
8_ethers_7,-136.88,-137.79028,0.9102832031250045
0_alkanes_1,-80.75,-81.281136,0.5311355590820312
2_alkanes_1,-80.75,-81.978386,1.2283859252929688
3_alkanes_1,-80.75,-81.37881,0.6288070678710938
5_alkanes_1,-126.08,-126.667625,0.5876254272460955
6_alkanes_1,-126.08,-125.884796,0.1952038574218733
8_alkanes_1,-122.7,-124.49195,1.7919509887695284
9_alkanes_1,-122.7,-123.27653,0.5765274047851534
11_alkanes_1,-122.07,-122.72693,0.6569287109375068
12_alkanes_1,-122.07,-121.75666,0.31333953857421193
14_alkanes_1,-122.7,-123.27653,0.5765274047851534
15_alkanes_1,-122.7,-123.00351,0.30350952148437216
17_alkanes_1,-126.08,-125.884796,0.1952038574218733
18_alkanes_1,-126.08,-126.667625,0.5876254272460955
20_alkanes_1,-80.75,-80.28632,0.46367645263671875
21_alkanes_1,-80.75,-81.281136,0.5311355590820312
22_alkanes_1,-80.75,-81.281136,0.5311355590820312
13_From_Review_401,-116.0,-115.42975,0.57025146484375
14_From_Review_401,-116.0,-115.42975,0.57025146484375
16_From_Review_401,-128.0,-126.15714,1.8428573608398438
17_From_Review_401,-128.0,-125.32114,2.678863525390625
19_From_Review_401,-81.0,-81.24097,0.240966796875
20_From_Review_401,-81.0,-81.35847,0.35846710205078125
21_From_Review_401,-81.0,-81.35847,0.35846710205078125
4_From_Review_241,-115.0,-119.651276,4.651275634765625
5_From_Review_241,-115.0,-119.41104,4.411041259765625
4_alcohols_14,-114.67,-115.12633,0.4563275146484358
5_alcohols_14,-114.67,-116.05305,1.3830471801757795
7_alcohols_14,-122.7,-122.48609,0.2139083862304716
8_alcohols_14,-122.7,-122.08086,0.6191436767578153
10_alcohols_14,-122.7,-122.48609,0.2139083862304716
11_alcohols_14,-122.7,-122.08086,0.6191436767578153
13_alcohols_14,-122.7,-123.779396,1.0793960571289034
14_alcohols_14,-122.7,-122.48609,0.2139083862304716
16_alcohols_14,-122.7,-122.25005,0.4499465942382841
17_alcohols_14,-122.7,-122.48609,0.2139083862304716
19_alcohols_14,-122.85,-122.48609,0.36390838623046307
20_alcohols_14,-122.85,-122.48609,0.36390838623046307
22_alcohols_14,-123.7,-122.56397,1.1360275268554716
23_alcohols_14,-123.7,-122.25005,1.449946594238284
25_alcohols_14,-124.75,-123.09599,1.6540069580078125
26_alcohols_14,-124.75,-123.12206,1.6279373168945312
28_alcohols_14,-127.27,-125.884796,1.385203857421871
29_alcohols_14,-127.27,-125.884796,1.385203857421871
31_alcohols_14,-82.36,-81.24097,1.1190332031249994
32_alcohols_14,-82.36,-81.24097,1.1190332031249994
33_alcohols_14,-82.36,-81.24097,1.1190332031249994
4_COOH_27,-120.17,-119.87424,0.2957629394531267
5_COOH_27,-120.17,-117.160576,3.009424133300783
7_COOH_27,-122.72,-122.53253,0.18746826171874886
8_COOH_27,-122.72,-122.53253,0.18746826171874886
10_COOH_27,-123.07,-122.53253,0.5374682617187432
11_COOH_27,-123.07,-122.53253,0.5374682617187432
13_COOH_27,-123.8,-121.56226,2.237736511230466
14_COOH_27,-123.8,-122.257256,1.5427444458007784
16_COOH_27,-124.07,-123.27653,0.7934725952148369
17_COOH_27,-124.07,-123.27653,0.7934725952148369
19_COOH_27,-127.31,-125.884796,1.4252038574218773
20_COOH_27,-127.31,-126.667625,0.6423745727539085
22_COOH_27,-82.39,-81.24097,1.1490332031250006
23_COOH_27,-82.39,-81.24097,1.1490332031250006
24_COOH_27,-82.39,-80.26116,2.128838195800782
4_From_Review_71,-158.0,-150.13533,7.8646697998046875
4_COOH_21,-119.17,-117.160576,2.009424133300783
5_COOH_21,-119.17,-119.87424,0.7042370605468733
7_COOH_21,-121.9,-122.53253,0.6325317382812443
8_COOH_21,-121.9,-122.53253,0.6325317382812443
10_COOH_21,-122.24,-122.53253,0.2925317382812551
11_COOH_21,-122.24,-122.53253,0.2925317382812551
13_COOH_21,-123.02,-122.53253,0.487468261718746
14_COOH_21,-123.02,-122.257256,0.7627444458007773
16_COOH_21,-123.52,-123.30797,0.21203186035155852
17_COOH_21,-123.52,-123.30797,0.21203186035155852
19_COOH_21,-129.59,-125.84862,3.741382446289066
20_COOH_21,-129.59,-128.5402,1.049793090820316
22_COOH_21,-137.31,-132.95186,4.35814147949219
23_COOH_21,-137.31,-133.31308,3.9969201660156273
4_From_Review_236,-127.0,-130.00267,3.0026702880859375
5_From_Review_236,-127.0,-130.00267,3.0026702880859375
0_SO3H_8,-81.0,-81.24097,0.240966796875
2_SO3H_8,-81.0,-81.24097,0.240966796875
3_SO3H_8,-81.0,-80.26116,0.7388381958007812
5_SO3H_8,-126.29,-126.25625,0.0337515258789125
6_SO3H_8,-126.29,-125.05275,1.2372503662109438
8_SO3H_8,-123.67,-122.53253,1.1374682617187517
9_SO3H_8,-123.67,-122.53253,1.1374682617187517
11_SO3H_8,-123.0,-122.48609,0.5139083862304688
12_SO3H_8,-123.0,-121.593704,1.4062957763671875
14_SO3H_8,-122.04,-122.48609,0.446091613769525
15_SO3H_8,-122.04,-122.08086,0.04085632324218125
17_SO3H_8,-114.5,-114.71978,0.21977996826171875
18_SO3H_8,-114.5,-114.71978,0.21977996826171875
5_From_Review_453,-138.0,-137.89578,0.104217529296875
7_From_Review_453,-158.0,-141.38678,16.61322021484375
10_From_Review_453,-158.0,-141.71335,16.286651611328125
12_From_Review_453,-138.0,-140.03366,2.033660888671875
2_From_Review_113,-113.0,-122.48243,9.482429504394531
8_From_Review_130,-107.4,-109.46839,2.0683914184570256
0_I_4,-72.09,-69.42751,2.6624868774414097
2_I_4,-72.09,-73.92425,1.8342477416992153
3_I_4,-72.09,-74.03641,1.9464074707031216
