,0,1,2,3,4,5,NMR_Peaks
0_From_Review_483,F-1;C(//),F-1;C(*C*C//),"F-1;C(*C*C/*N,*N/)","F-1;C(*C*C/*N,*N/*C,*&)","F-1;C(*C*C/*N,*N/*C,*&)*&F/","F-1;C(*C*C/*N,*N/*C,*&)*&F/,/",-141.0
32_I_7,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFI,/)","F-1;C(CCF/CFF,FFI,/CFF,,,,,)","F-1;C(CCF/CFF,FFI,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFI,/CFF,,,,,)CFF,,/CFF,,/",-113.26
33_I_7,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFI,/)","F-1;C(CCF/CFF,FFI,/CFF,,,,,)","F-1;C(CCF/CFF,FFI,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFI,/CFF,,,,,)CFF,,/CFF,,/",-113.26
35_I_7,F-1;C(//),F-1;C(CFI//),"F-1;C(CFI/CFF,,/)","F-1;C(CFI/CFF,,/CFF,,)","F-1;C(CFI/CFF,,/CFF,,)CFF,,/","F-1;C(CFI/CFF,,/CFF,,)CFF,,/CFF,,/",-60.03
36_I_7,F-1;C(//),F-1;C(CFI//),"F-1;C(CFI/CFF,,/)","F-1;C(CFI/CFF,,/CFF,,)","F-1;C(CFI/CFF,,/CFF,,)CFF,,/","F-1;C(CFI/CFF,,/CFF,,)CFF,,/CFF,,/",-60.03
0_From_Review_277,F-1;C(//),F-1;C(FFBr//),"F-1;C(FFBr/,,/)","F-1;C(FFBr/,,/)","F-1;C(FFBr/,,/)/","F-1;C(FFBr/,,/)//",-18.0
2_From_Review_277,F-1;C(//),F-1;C(FFBr//),"F-1;C(FFBr/,,/)","F-1;C(FFBr/,,/)","F-1;C(FFBr/,,/)/","F-1;C(FFBr/,,/)//",-18
3_From_Review_277,F-1;C(//),F-1;C(FFBr//),"F-1;C(FFBr/,,/)","F-1;C(FFBr/,,/)","F-1;C(FFBr/,,/)/","F-1;C(FFBr/,,/)//",-18.0
9_From_Review_181,F-1;C(//),F-1;C(=CC//),"F-1;C(=CC/|C,=OO/)","F-1;C(=CC/|C,=OO/C,,C)","F-1;C(=CC/|C,=OO/C,,C)C,CCC/","F-1;C(=CC/|C,=OO/C,,C)C,CCC/C,,,/",-130.6
0_From_Review_6,F-1;C(//),F-1;C(C//),F-1;C(C/*C*C/),"F-1;C(C/*C*C/*C,*C)","F-1;C(C/*C*C/*C,*C)*C,*&/","F-1;C(C/*C*C/*C,*C)*C,*&/*&/",-206.0
4_From_Review_242,F-1;C(//),F-1;C(COF//),"F-1;C(COF/=OC,C,/)","F-1;C(COF/=OC,C,/,CC,C)","F-1;C(COF/=OC,C,/,CC,C),,/","F-1;C(COF/=OC,C,/,CC,C),,//",-83.0
5_From_Review_242,F-1;C(//),F-1;C(COF//),"F-1;C(COF/=OC,C,/)","F-1;C(COF/=OC,C,/,CC,C)","F-1;C(COF/=OC,C,/,CC,C),,/","F-1;C(COF/=OC,C,/,CC,C),,//",-83.0
0_From_Review_13,F-1;C(//),F-1;C(FBr//),"F-1;C(FBr/,/)","F-1;C(FBr/,/)","F-1;C(FBr/,/)/","F-1;C(FBr/,/)//",-70.0
2_From_Review_13,F-1;C(//),F-1;C(FBr//),"F-1;C(FBr/,/)","F-1;C(FBr/,/)","F-1;C(FBr/,/)/","F-1;C(FBr/,/)//",-70
0_From_Review_461,F-1;C(//),F-1;C(*C*C//),"F-1;C(*C*C/*C,*NF/)","F-1;C(*C*C/*C,*NF/*C,*&,)","F-1;C(*C*C/*C,*NF/*C,*&,)*&/","F-1;C(*C*C/*C,*NF/*C,*&,)*&//",-140.0
7_From_Review_461,F-1;C(//),F-1;C(*C*N//),"F-1;C(*C*N/*CF,*C/)","F-1;C(*C*N/*CF,*C/*C,,*&)","F-1;C(*C*N/*CF,*C/*C,,*&)*&/","F-1;C(*C*N/*CF,*C/*C,,*&)*&//",-87.0
5_other_12,F-1;C(//),F-1;C(CSF//),"F-1;C(CSF/CFF,=O=ON,/)","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)CFF,,/","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)CFF,,/CFF,,/",-115.11
6_other_12,F-1;C(//),F-1;C(CSF//),"F-1;C(CSF/CFF,=O=ON,/)","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)CFF,,/","F-1;C(CSF/CFF,=O=ON,/CFF,,,,,)CFF,,/CFF,,/",-115.11
8_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,S,FF,FF,/)","F-1;C(CCF/C,S,FF,FF,/CFF,=O=ON,,,,)","F-1;C(CCF/C,S,FF,FF,/CFF,=O=ON,,,,)CFF,,,,,/","F-1;C(CCF/C,S,FF,FF,/CFF,=O=ON,,,,)CFF,,,,,/CFF,,/",-121.33
9_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,S,FF,FF,/)","F-1;C(CCF/C,S,FF,FF,/CFF,=O=ON,,,,)","F-1;C(CCF/C,S,FF,FF,/CFF,=O=ON,,,,)CFF,,,,,/","F-1;C(CCF/C,S,FF,FF,/CFF,=O=ON,,,,)CFF,,,,,/CFF,,/",-121.33
11_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)CFF,=O=ON,,,,/","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)CFF,=O=ON,,,,/CFF,,,,,/",-122.7
12_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)CFF,=O=ON,,,,/","F-1;C(CCF/C,C,FF,FF,/C,S,FF,FF,,,,)CFF,=O=ON,,,,/CFF,,,,,/",-122.7
14_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,S,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,S,FF,FF,,,,/FFF,=O=ON,,,,/",-122.91
15_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,S,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,S,FF,FF,,,,/FFF,=O=ON,,,,/",-122.91
17_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/SFF,,,,,/",-123.7
18_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/SFF,,,,,/",-123.7
20_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-123.7
21_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-123.7
23_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-127.29
24_other_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-127.29
26_other_12,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.37
27_other_12,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.37
28_other_12,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.37
3_From_Review_62,F-1;C(//),F-1;C(C//),F-1;C(C/O/),F-1;C(C/O/),F-1;C(C/O/)/,F-1;C(C/O/)//,-227.0
14_From_Review_118,F-1;C(//),F-1;C(=C//),F-1;C(=C/C\C/),"F-1;C(=C/\CC/C,)","F-1;C(=C/\CC/C,)C/","F-1;C(=C/\CC/C,)C/C/",-137.0
0_From_Review_442,F-1;C(//),F-1;C(=CF//),"F-1;C(=CF/FBr,/)","F-1;C(=CF/FBr,/,)","F-1;C(=CF/FBr,/,)/","F-1;C(=CF/FBr,/,)//",-117.0
2_From_Review_442,F-1;C(//),F-1;C(=CF//),"F-1;C(=CF/FBr,/)","F-1;C(=CF/FBr,/,)","F-1;C(=CF/FBr,/,)/","F-1;C(=CF/FBr,/,)//",-97
4_From_Review_442,F-1;C(//),F-1;C(=CBr//),"F-1;C(=CBr/FF,/)","F-1;C(=CBr/FF,/,)","F-1;C(=CBr/FF,/,)/","F-1;C(=CBr/FF,/,)//",-145.0
4_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=OO,/)","F-1;C(CCF/CFF,=OO,/CFF,,,,)","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/CFF,,/",-119.17
5_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=OO,/)","F-1;C(CCF/CFF,=OO,/CFF,,,,)","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/","F-1;C(CCF/CFF,=OO,/CFF,,,,)CFF,,/CFF,,/",-119.17
7_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,CFF,/)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/CFF,,/",-121.82
8_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,CFF,/)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/","F-1;C(CCF/CFF,CFF,/CFF,,,=OO,,)CFF,,,,/CFF,,/",-121.82
10_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=OO,,/","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=OO,,/CFF,,,,/",-122.1
11_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=OO,,/","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=OO,,/CFF,,,,/",-122.1
13_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/FF,,,=OO,,/",-122.1
14_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/FF,,,=OO,,/",-122.1
16_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FF,,,,/CFF,,,,/",-123
17_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FF,,,,/CFF,,,,/",-123.0
19_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FF,,,,)CFF,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FF,,,,)CFF,,,,/CFF,,/",-123.48
20_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FF,,,,)CFF,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FF,,,,)CFF,,,,/CFF,,/",-123.48
22_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FF,/)","F-1;C(CCF/CFF,FF,/CFF,,,,)","F-1;C(CCF/CFF,FF,/CFF,,,,)CFF,,/","F-1;C(CCF/CFF,FF,/CFF,,,,)CFF,,/CFF,,/",-129.49
23_COOH_22,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FF,/)","F-1;C(CCF/CFF,FF,/CFF,,,,)","F-1;C(CCF/CFF,FF,/CFF,,,,)CFF,,/","F-1;C(CCF/CFF,FF,/CFF,,,,)CFF,,/CFF,,/",-129.49
25_COOH_22,F-1;C(//),F-1;C(CF//),"F-1;C(CF/CFF,/)","F-1;C(CF/CFF,/CFF,,)","F-1;C(CF/CFF,/CFF,,)CFF,,/","F-1;C(CF/CFF,/CFF,,)CFF,,/CFF,,/",-137.3
26_COOH_22,F-1;C(//),F-1;C(CF//),"F-1;C(CF/CFF,/)","F-1;C(CF/CFF,/CFF,,)","F-1;C(CF/CFF,/CFF,,)CFF,,/","F-1;C(CF/CFF,/CFF,,)CFF,,/CFF,,/",-137.3
3_From_Review_168,F-1;C(//),F-1;C(=CC//),"F-1;C(=CC/FCl,O/)","F-1;C(=CC/FCl,O/,,)","F-1;C(=CC/FCl,O/,,)/","F-1;C(=CC/FCl,O/,,)//",-141.0
5_From_Review_168,F-1;C(//),F-1;C(=CCl//),"F-1;C(=CCl/|CF,/)","F-1;C(=CCl/|CF,/O,)","F-1;C(=CCl/|CF,/O,)/","F-1;C(=CCl/|CF,/O,)//",-104.0
4_From_Review_366,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/%C)","F-1;C(CFF/C,,/%C)/","F-1;C(CFF/C,,/%C)//",-64.0
5_From_Review_366,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/%C)","F-1;C(CFF/C,,/%C)/","F-1;C(CFF/C,,/%C)//",-64.0
6_From_Review_366,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/%C)","F-1;C(CFF/C,,/%C)/","F-1;C(CFF/C,,/%C)//",-64.0
3_From_Review_82,F-1;C(//),F-1;C(CCC//),"F-1;C(CCC/=OC,,/)","F-1;C(CCC/=OC,,/,*C*C)","F-1;C(CCC/=OC,,/,*C*C)*C,*C/","F-1;C(CCC/=OC,,/,*C*C)*C,*C/*C,*&/",-144.0
6_From_Review_81,F-1;C(//),F-1;C(CCC//),"F-1;C(CCC/C,,/)","F-1;C(CCC/C,,/C)","F-1;C(CCC/C,,/C)/","F-1;C(CCC/C,,/C)//",-137.0
3_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=C,/)","F-1;C(CCF/CFF,=C,/CFF,,,)","F-1;C(CCF/CFF,=C,/CFF,,,)CFF,,/","F-1;C(CCF/CFF,=C,/CFF,,,)CFF,,/CFF,,/",-114.06
4_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=C,/)","F-1;C(CCF/CFF,=C,/CFF,,,)","F-1;C(CCF/CFF,=C,/CFF,,,)CFF,,/","F-1;C(CCF/CFF,=C,/CFF,,,)CFF,,/CFF,,/",-114.06
6_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,CFF,/)","F-1;C(CCF/CFF,CFF,/CFF,,,=C,,)","F-1;C(CCF/CFF,CFF,/CFF,,,=C,,)CFF,,,/","F-1;C(CCF/CFF,CFF,/CFF,,,=C,,)CFF,,,/CFF,,/",-121.58
7_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,CFF,/)","F-1;C(CCF/CFF,CFF,/CFF,,,=C,,)","F-1;C(CCF/CFF,CFF,/CFF,,,=C,,)CFF,,,/","F-1;C(CCF/CFF,CFF,/CFF,,,=C,,)CFF,,,/CFF,,/",-121.58
9_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=C,,/","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=C,,/CFF,,,/",-122.08
10_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=C,,/","F-1;C(CCF/C,C,FF,FF,/CFF,CFF,,,,)CFF,,,=C,,/CFF,,,/",-122.08
12_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/FFF,,,=C,,/",-122.08
13_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,CFF,,,,/FFF,,,=C,,/",-122.08
15_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/CFF,,,,,/",-122.87
16_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/CFF,,,,,/",-122.87
18_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-123.77
19_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-123.77
21_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-126.33
22_olefins_2,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-126.33
24_olefins_2,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-81.11
25_olefins_2,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-81.11
26_olefins_2,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-81.11
10_From_Review_45,F-1;C(//),F-1;C(O//),F-1;C(O/C/),F-1;C(O/C/C),F-1;C(O/C/C)C/,F-1;C(O/C/C)C/C/,-152.0
5_From_Review_77,F-1;C(//),F-1;C(CC//),"F-1;C(CC/=OC,/)","F-1;C(CC/=OC,/,)","F-1;C(CC/=OC,/,)/","F-1;C(CC/=OC,/,)//",-190.0
0_From_Review_17,F-1;C(//),F-1;C(Cl//),F-1;C(Cl//),F-1;C(Cl//),F-1;C(Cl//)/,F-1;C(Cl//)//,-169.0
4_From_Review_187,F-1;C(//),F-1;C(C//),F-1;C(C/=CC/),"F-1;C(C/=CC/,)","F-1;C(C/=CC/,)/","F-1;C(C/=CC/,)//",-216.0
0_From_Review_144,F-1;C(//),F-1;C(=C//),F-1;C(=C/|C/),F-1;C(=C/|C/Br),F-1;C(=C/|C/Br)/,F-1;C(=C/|C/Br)//,-125.0
7_From_Review_335,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=OC,,/)","F-1;C(CFF/=OC,,/,=OO)","F-1;C(CFF/=OC,,/,=OO),C/","F-1;C(CFF/=OC,,/,=OO),C//",-76.0
8_From_Review_335,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=OC,,/)","F-1;C(CFF/=OC,,/,=OO)","F-1;C(CFF/=OC,,/,=OO),C/","F-1;C(CFF/=OC,,/,=OO),C//",-76.0
9_From_Review_335,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=OC,,/)","F-1;C(CFF/=OC,,/,=OO)","F-1;C(CFF/=OC,,/,=OO),C/","F-1;C(CFF/=OC,,/,=OO),C//",-76.0
0_aromatics_13,F-1;C(//),F-1;C(*C*C//),"F-1;C(*C*C/*CF,*C/)","F-1;C(*C*C/*CF,*C/*CF,,*&)","F-1;C(*C*C/*CF,*C/*CF,,*&)*&,/","F-1;C(*C*C/*CF,*C/*CF,,*&)*&,//",-135.16
6_aromatics_13,F-1;C(//),F-1;C(*C*C//),"F-1;C(*C*C/*CF,*C/)","F-1;C(*C*C/*CF,*C/*CF,,*&)","F-1;C(*C*C/*CF,*C/*CF,,*&)*&,/","F-1;C(*C*C/*CF,*C/*CF,,*&)*&,//",-135.16
8_aromatics_13,F-1;C(//),F-1;C(*C*C//),"F-1;C(*C*C/*C,*C,F,F/)","F-1;C(*C*C/*C,*C,F,F/*C,*&,,)","F-1;C(*C*C/*C,*C,F,F/*C,*&,,)*&/","F-1;C(*C*C/*C,*C,F,F/*C,*&,,)*&//",-161.56
0_From_Review_30,F-1;C(//),F-1;C(CC//),"F-1;C(CC/&,&/)","F-1;C(CC/&,&/)","F-1;C(CC/&,&/)/","F-1;C(CC/&,&/)//",-213.0
3_From_Review_183,F-1;C(//),F-1;C(C//),F-1;C(C/=C/),F-1;C(C/=C/),F-1;C(C/=C/)/,F-1;C(C/=C/)//,-216.0
5_SO3H_7,F-1;C(//),F-1;C(CSF//),"F-1;C(CSF/CFF,=O=OO,/)","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)CFF,,/","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)CFF,,/CFF,,/",-114.49
6_SO3H_7,F-1;C(//),F-1;C(CSF//),"F-1;C(CSF/CFF,=O=OO,/)","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)CFF,,/","F-1;C(CSF/CFF,=O=OO,/CFF,,,,,)CFF,,/CFF,,/",-114.49
8_SO3H_7,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,S,FF,FF,/)","F-1;C(CCF/C,S,FF,FF,/CFF,=O=OO,,,,)","F-1;C(CCF/C,S,FF,FF,/CFF,=O=OO,,,,)CFF,,,,,/","F-1;C(CCF/C,S,FF,FF,/CFF,=O=OO,,,,)CFF,,,,,/CFF,,/",-120.59
